Latitude,Longitude,Elevation,Name
1378280.208810824,432154.6087098272,-4.642137931034482,Channel 322
1378278.1974832378,432161.05414086167,-4.696775862068965,Channel 323
1378276.1861556517,432167.49957189616,-4.751413793103448,Channel 324
1378274.1748280653,432173.94500293065,-4.806051724137931,Channel 325
1378272.1635004792,432180.39043396513,-4.860689655172414,Channel 326
1378270.152172893,432186.8358649996,-4.915327586206896,Channel 327
1378268.1408453067,432193.2812960341,-4.969965517241379,Channel 328
1378266.1295177205,432199.7267270686,-5.024603448275862,Channel 329
1378264.1181901344,432206.1721581031,-5.079241379310345,Channel 330
1378262.1068625483,432212.6175891376,-5.1338793103448275,Channel 331
1378260.095534962,432219.06302017206,-5.18851724137931,Channel 332
1378258.0842073758,432225.5084512065,-5.243155172413793,Channel 333
1378256.0728797896,432231.953882241,-5.297793103448276,Channel 334
1378254.0615522033,432238.39931327547,-5.352431034482759,Channel 335
1378252.0502246171,432244.84474430996,-5.407068965517241,Channel 336
1378250.038897031,432251.29017534445,-5.461706896551724,Channel 337
1378248.0275694449,432257.73560637893,-5.516344827586207,Channel 338
1378246.0162418585,432264.1810374134,-5.570982758620689,Channel 339
1378244.0049142723,432270.6264684479,-5.625620689655172,Channel 340
1378241.9935866862,432277.0718994824,-5.680258620689655,Channel 341
1378239.9822590998,432283.5173305169,-5.7348965517241375,Channel 342
1378237.9709315137,432289.9627615514,-5.78953448275862,Channel 343
1378235.9596039276,432296.40819258586,-5.844172413793103,Channel 344
1378233.9482763412,432302.8536236203,-5.898810344827586,Channel 345
1378231.936948755,432309.2990546548,-5.953448275862069,Channel 346
1378229.925621169,432315.74448568927,-6.008086206896552,Channel 347
1378227.9142935828,432322.18991672376,-6.062724137931034,Channel 348
1378225.9029659964,432328.63534775825,-6.117362068965517,Channel 349
1378223.8916384103,432335.08077879273,-6.172,Channel 350
